content,score,label
"spx kumat lagi, stuck di sunter dc lebih dari sehari, jangan jangan paket saya ilang. kenapa selalu pilihannya hanya spx, spx paling buruk dan lambat",2,negatif
"belum ada peglmn sihhh, smoh. btul bisa COD 😁😁😁😁😁",5,positif
apk ini diberi bintang satu karena pesanan saya selalu di batalkan dengan alasan aktivitas yang tidak wajar,1,negatif
"udah sering mau masuk kenapa ditolak terus,padahal no HP Sayah aktip gymana tanggungjawabnya pihak shoppe?saya udah cape ko dibikin susah sih,aktipitas mencurigakan,da di tolak terus.",1,negatif
Muak banget setiap nulis ulasan selalu muncul chat spam penipuan. Udah puluhan kali dilaporin ga ada hasilnya 😤,2,negatif
"untuk aplikasi bagus, untuk pengiriman dg spx sekarang lama. dan tolonglah iklannya jangan keterlaluan. lagi main game tiba-tiba masuk ke aplikasi shopee. dan itu berulang terus, rasanya pgn aku blokir ni aplikasi, sangat menggangu",4,positif
"aplikasi nya sangat bagus , ga ada bug pas check out ,",5,positif
"Di sarankan banget buat kaum gen Z yang sukanya mager keluar , aplikasi shopee cocok banget buat orang² yang kerjanya mager terus😁👏💯💥💥",5,positif
👍,5,positif
nanti saya update lagi klo pengiriman ke sulawesi bisa cepat seperti dulu. sekarang harus menunggu lebih dari 15 hari baru barang tiba.. dulu 3-4 hari sudah tiba..,1,negatif
aplikasi yg bagus buat teman teman yg mau belanja online,5,positif
Sangat bagus membantu prosesnya tapi masih ada sedikit kendala dalam checkout,5,positif
bagus,5,positif
yukk langsung download,4,positif
aplikasi nya baguss bangett jangann raguu donlod,5,positif
bagus,5,positif
aplikasi sangat mempermudah,3,netral
penanganan kendala bertele-tele padahal sudah membayar tagihan sebelum jatuh tempo tapi tetap tidak bisa menggunakan spaylater ga jelas udah di ajukan pemulihan tapi nihil ga berguna sama sekali ga di gubris,1,negatif
matap,5,positif
siip,5,positif
bermanfaat,5,positif
berbelanja yg sangat mudah,5,positif
Hallo min...kok skrng shopee ngk bisa narik ya ?! Tulisannya dalam perbaikan terus,1,negatif
bagus,5,positif
shope sekarang mantap.,5,positif
ok,5,positif
"sangat membantu ,dan banyak promo 👍🏻👍🏻",5,positif
Verry goods.,5,positif
jossss,5,positif
bagus,5,positif
gak jelas masa 1 jam cari driver padahal biasanya cepat,1,negatif
sementara 3 dulu,3,netral
udah nunggu lama pas penarikan nunggu lagi gimana sih harusnya langsung di respon dong ini mala di suru nunggu 5/7 hari lagi,3,netral
"kurir kebanyakan ngopi status paket udah di anter dari jam 7 pagi, jam 5 sore di proses lagi di hub.",1,negatif
"dah tiga kali nih di batalin shopee..., pertama hilang di jalan..., sekarang beli oli di batalin juga..., baru aja di batalin lagi...., kalo gak niat jualan... jangan iklan nya ada terus dong..... parah dahh ini mah..",5,positif
HAPUS KURIR SPX EXPRESS Paket gagal kirim keseringan,1,negatif
kadang penjualan yg di timbang imfonya kurang jelas,5,positif
good and nice,5,positif
sangat membantu dalam membeli barang kebutuhan,5,positif
"minusnya SPX Ga bisa di kontrol aplikasi Shopee sendiri,buat laporan ke aplikasi karna paket kena tahan oleh DC SPX sampai 2 minggu,setelah buat laporan pengiriman,pesanan langsung di batalkan spx atau di return spx ke penjual tanpa konfirmasi sedikitpun ke pembeli,mantap shopee",5,positif
sangat memuaskan,5,positif
"makin ribet gajelas login aja susah sulit,promo vocer dan koinnya pun gajelas",1,negatif
"Shopee selalu di hati,, pokok, nya gk nyesel belanja di Shopee indonesia.",5,positif
karya bisnis jadi banyak untuk di karyakan.. dgn shoopee indonesia,5,positif
aplikasi yg sangat berguna,5,positif
jaya selalu,5,positif
semakin hari semakin ok,5,positif
Terimakasih shopee semakin hari semakin oke...semua ada di shopee....mudah dan cepat prosesnya,5,positif
udah sangat bavus.tingkatkan terus pelayanannya.terimakasih.,5,positif
Iklan anda sangat mengganggu,1,negatif
jos paripurna,5,positif
bagus,5,positif
kita coba dulu aplikasi ini siapa tahu bisa membantu 🙏🙏🙏👍,4,positif
mantap aman,5,positif
bagus,5,positif
"aneh jir voucher2 gaje meras banget, mana sengaja banget ngebuat ambigu saldo shopepay yang kurang yg buat kita harus top up berkali2",1,negatif
"penilaian bintang 1 pada seller disembunyikan admin shopee padahal itu adalah penilaian yg real. apakah shoppe membela seller² nakal ? oiya 1 lg, pengembalian dana dishopee bertele² penanganannya lama. sudah saatnya unfollow toko orange ini",1,negatif
enak nyaman aman. kurir ramah. bisa COD. brg bagus bagus sesuai deskripsi,5,positif
sistem shopee LG kacau. Mitra nya di Batasin bawa paket nya. gimana paket bisa cepat sampai. apalagi paket nya bisa balik ke gudang bisa 3x karna yg bwa bukan kurir biasanya,1,negatif
shopee its the best,5,positif
aplikasi buruk tolong di teliti lagi ya terkadang kurir ny yg GK becus Malah akun kita yg di mati kan fitur cod ny bener² kesel selama ini lancar² aj sekali ku telpon kurir ny minta pertanggung jawaban karena ketidak becusan ny malah songong semoga ada aplikasi yang lebih bagus dari shope ini supaya sunyi biar GK terlalu belagu menindas yg gak bersalah cari kurir yg becus jangan pelanggan yang di sangsi,1,negatif
ok,5,positif
👍🏻,5,positif
sangat baik,5,positif
terima kasih sangat membantu kebutuhan...sukses selalu,5,positif
"Shopee sangat membantu sekali, terima kasih.🙏",5,positif
"bgs buat beli brg. cm misal buka apk lain slalu muncul iklan shopee, brutal bgt, non stop. jadi ga nyaman",2,negatif
mayan,5,positif
"bermanfaat bagi orang introvert. malu untuk keluar rumah Buat belanja, yaudah belanja online aja",5,positif
aplikasi lu kebanyakan iklan di situs judi aja aplikasi lu ada iklannya di mana-mana buset lu mau kaya apa gimana nggak di situs porno itu si judi situs apapun itu pasti ada aplikasi lu,2,negatif
"semakin di update semakin buruk kualitasnya. biasanya estimasi pengiriman cuma 2 hari, ini sampe nunggu 3 harian lebih. padahal masih di daerah jabodetabek 😡",2,negatif
pelayanan sampah gada jaringan terus,1,negatif
"lancar, aman",5,positif
good,5,positif
hemat tanpa ongkir,5,positif
mantafs,5,positif
bagus,5,positif
"Sangat Suka Shopee Krn Aplikasi Ini Memelihara Penipu, Asyik Bermain Main Hingga Modar",3,netral
puas ongkir terjangkau,5,positif
buruk,1,negatif
Mantaap,5,positif
"admin... tolong voucher harga telur murah untuk ditiadakan.. kami sebagai peternak sangat terkena imbasnya. terlebih efek harga plastik naik harga pakan ternak juga ikut melambung tinggi,efek harga telur murah di Shopee, para pengepul tidak bisa menyetabilkan harga, bersaing dengan harga yg ada di online. iya orang² bisa beli telur murah pake voucher, lha kita tidak bisa beli pakan ternak pake voucher. mereka taunya dapat harga murah, sedangkan peternak tercekik biaya oprasional",2,negatif
bagus,5,positif
keren,5,positif
aplikasi Shopee sekarang kok agak susah buat aktif kan spaylater tidak seperti dulu sekarang mau aktifkan aja perlu tunggu sebulan pas habis tunggu sebulan mau aktif kan lagi malah gak mau lagi malah tunggu sebulan lagi andai akun dulu saya gak kena hack sudah gak mau aktif kan spaylater pdhl di akun dulu gak pernah pakai spaylater walau sudah di aktif kan sekarang mau aktifkan spaylater sekarang susah,1,negatif
kak kasih diskon khusus terimakasih semoga bermanfaat.,5,positif
sangat menarik,5,positif
"Saya kena tipu, gara2 lihat gambar produk download an google (no real pict), deskripsi OK sesuai digambar... Ulasan juga sesuai gambar... Kok yang dateng gak sama kayak di ulasan... Apa jangan2 ulasan itu rekayasa buatan si penjual agar menarik korban ya.... Saya ajukan return katanya kurang bukti... Padahal jelas penipuan. Atau pemain lama semakin pintar mencari celah menipu orang lain ya... Sekali gagal gak ada kesempatan return lagi.",5,positif
Ampli kasi yg sangat bagus buat berbelanja di manapun berada gampang dn cepat Shopee sangat bermanfaat bagi semua orang terus berjaya Shopee 👍👍👍,5,positif
"semenjak ada live, dan video jadi banyak penipuan Terutama di toko pakaian. saat live dan video bagus2, pas di co yg Dateng kaya kresek, gak bisa di pake dan gak sesuai harga. kendalanya adalah gak ada fitur untuk melihat ulasan terbaru. apakah ulasan terbaru disembunyikan toko sampe gak bisa di lihat???? semoga ada perbaikan kedepannya. saran aja ni ya supaya di bagian ulasan itu di urutkan sesuai tanggal terbaru dari pembalian. terimakasih",4,positif
cukup baik,4,positif
ga bagus jangan download,1,negatif
"selama gunakan aplikasi ini, belum menemukan kendala yang berarti. cuma di waktu pengiriman aj kadang agak telat. tapi masih dapat dimaklumi dan dikondisikan☺️",5,positif
bagus,5,positif
Kenapa shopee sya tdk bisa di buka..beberapa hri ini tiap sya buka selalu pemberitahuannya halaman dalam proses perbaikan..gimana cara nya kita cek paket kalau begina,5,positif
Selama belanja mengunakan Shopee menjadi mudah mendapatkan barang,5,positif
shopee terbaik,5,positif
pengalaman buruk hati hati dah telat 5 hari aja di teror blast pdhl mah emg lgi males top up aja . . bnyk skli pengancaman nya hpus aja nih apk .,1,negatif
belanja di Shopee aksesnya mudah pelayanannya lancar,5,positif
bagus dan banyak gratis ongkir cuman waktu di download ya agak GK bisa berapa kali,3,netral
shopee kerenz,5,positif
"👍Pelayanan & Penjualan Shopee Terbaik, Tetapi Banyak Resellernya Yg Kurang Baik.",5,positif
baik,5,positif
"barang sudah Terim a, sesuai pesanan, mantaap",5,positif
jangan sekali2 pinjam di shopeepayleter tukang tipu bulan pertama bayar barang yg kita beli keduanya kita GK bisa di Cicil lagi alias kita arus bayar semua yg kita beli barang yg di bayarkan oleh payleter otomatis kan saya GK punya uang untuk melunasi semuanya yg kita pesan barang tersebut di payleter akhir meledak tuh utang saya GK di bayar2 kadang2 pinter juga aplikasi paylater cari uang nya pokok nya parah deh.,1,negatif
bagus,5,positif
"aku pernah belanja pesan barang ada5 mcam yg nyampe cuma bungkusnya doang begitu aku ajukan pengembalian lama setelah.3 hari di batalkan pengajuanya begitu di ajukan pengembalian ulang besoknya.saya cek udah selesai kok bisa yah,akucat langsung ke.tokonya pihak penjual dia bilang ,ajukan.pengembalian ulang ,kucoba ya gak bisa lagi karna udah selesai ,tanpa saya selsaikan ,disitu udah jelas saya rugi jadi merasa di rugikanlah apakah masalah seperti ini pihak shopy tau apa gak.. sayang aku gak tau",5,positif
"voucher shopeefood ga bisa dipakai pdhl min order udah tercapai dan udah kubaca smua s&knya dan terpenuhi, tapi tetep g bisa dipakai dngn alasan tidak memenuhi s&k. biaya layanan tambah mahal bgi anak kos seperti saya. harga berubah-ubah pdhl cmn nulis notes di pesenan malah brubah jadi lebih mhl pesenannya dibanding sblm nulis notes. kacau",1,negatif
Paket saya DIBATALKAN,3,netral
no respon ya bintang 1,1,negatif
mantap,4,positif
sangat baguss,5,positif
"jasa pengiriman kadang terlambat tidak sesuai tnggal estimasi tiba,pelacakan paket sering eror",5,positif
mantap,5,positif
"kalau ada bintang 0 bakal kukasih, aplikasi yg banyak dzolimnya, semoga segera tergantikan dengan aplikasi anak bangsa yg lebih baik, admin seller makin naik, tapi kebijakan tidak ada yg pro seller, sangat merugikan",1,negatif
"Sekarang fitur panduan ukuran tidak membantu, setiap orang itu unik, kita akan kesulitan mendapatkan kombinasi TB/ BB yg sama, scrol jg blm tentu ketemu yg sama, merepotkan. Kembalikan ke size chart yg faktual, bukan opini pembeli.",1,negatif
shoppe terbaik,5,positif
pelayanannya sangat puas,5,positif
Oke,5,positif
hebatt,5,positif
bagus,5,positif
keren,5,positif
bagus,5,positif
meningkat,4,positif
perbaikin sinyal nya,2,negatif
"Saya kurangi bintangnya. tolong lah sbg pihak yg menggunakan jasa SPX kalau bisa ditegur ekspedisinya. Masa iya dari estimasi 3-5 hari jadi 2minggu!! mana Penundaan barang di Aplikasinya pake Ngambing hitamkan Konsumen dengan Alasan ""Konsumen meminta Penundaan barang"" parah.... tegas dong dari Shopeenya biar Kurir nya Jgn males malesan!",3,netral
begitu lah,2,negatif
lebih cepah lebih baik,5,positif
memuaskan,5,positif
aplikasi nya bagus semangat terus,5,positif
bagus,5,positif
apk ini sangat memuaskan saya,5,positif
okokok,5,positif
mantapp,5,positif
Memudahkan urusan,5,positif
"sistemnya busuk, saldo sudah kepotong tapi belum masuk, trs GK ada kejelasan sama sekali cuman di suruh nunggu",1,negatif
"bisa gak kalau pasang iklan itu sewajarnya aja, di beberapa aplikasi lain gak pencet apa apa tiba tiba beralih ke shopee, mengganggu. sayang banget aplikasi nya bagus tapi pasang iklan berlebihan sampai menggangu penggunaan aplikasi lain",2,negatif
belanja lebih mudah dan bisa pilih harga yang sesuai kemapuan,5,positif
blanja di shopi mau cari apa aja ada barangnya tinggal pilih yang ori banyak yang kwe juga banyak sesuai keinginan,5,positif
"cukup membantu kebutuhan, banyak pilihan",5,positif
"sangat puas, puas sekali..",5,positif
kenapa shopee saya tidak boleh cod? keterangan tersebut :telah mencapai maximum cod.,1,negatif
saya suka berbelanja di Shopee,5,positif
dengan adanya aplikasi sopee kebutuhan belanja jadi hemat tank you sopee,5,positif
Aplikasinya berat!,2,negatif
"Ya. Saya akui aplikasi ini, Shopee, memang sangat bagus. Tapi saya laporkan aplikasi ini karena spam. Ya, iklannya spam. Iklan yang sangat memaksa, di mana-mana.",3,netral
sangat membantu dalam berbelanja online,5,positif
"mantap sih ini shopee, soalnya kalau di kampung gw GK ada barang yg gw mau,ya tinggal pesan di shopee",5,positif
"pelayanan baik,,sukses selalu shoopes",5,positif
puas setiap belanja di aplikasi orange ini,5,positif
iklan dimana mana menggangu pengalaman bermain tiap orang,1,negatif
mantep banget dah,5,positif
mohon maaf rating nya tidak akan lebih dari 3 bintang ya. terlalu banyak biaya tambahan buat seller.. kasihan seller UMKM..,3,netral
sangat bagus,5,positif
sangat cocok,5,positif
boleh lah,5,positif
excelent,5,positif
biarlah bintang yang berbicara🤣🤣🤣,5,positif
good,5,positif
jelek,1,negatif
kalo ada kendala jawabannya gitu² aja.. gak ada solusi yang bener² bisa ngebantu,1,negatif
sangat berfungsi,5,positif
"jangan langganan VIP nya, diskon2 yg kayak 15.000 ditanggal 15, trus tgl kembar, itu barangnya nggak sampe, cuman dikemas mulu ahirnya dibatalin. atau di sortir mulu, padahal paket lain yg diskonya nggak gitu banyak bisa sampe. saya udah sering, bukan karna overload pengirimannya tapi kayak sengaja biar nggak jadi ngasih diskon2 itu.",1,negatif
mantapppppp,5,positif
cepat meresponnya & klo bsa nama kurir nya di tampil kan lg,5,positif
Mau Belanja apa saja jadi mudah. dan banyak even even menarik tiap minggunya.saya berharap keamanan di perketat lagi. biar saya nyaman pakai shopee..🙏,5,positif
terbaik,5,positif
Aplikasi Sampah yg ga bermutu. aplikasi yg banyak merugikan Pembeli,1,negatif
pengiriman brg sgt lama,1,negatif
"ini shopee kenapa ya? masa orang lagi buka wa tbtb ada iklan shopee, kalo cuma 1 atau 2 kali oke la masi bisa di maklumi ini sering banget?!",1,negatif
sangat menariky,5,positif
Aplikasi yang sangat bagus dan profesional.,5,positif
Gila banget order 7 kali dibatalin sepihak sama shopee karena melakukan aktifitas tidak wajar. Percuma dapat vcr kalau ga bisa dipakai.,1,negatif
"ini gimana sih Shopee, saya lupa sandi saya mau pulihkan akun Shopee udah dikasih link dari WhatsApp pas dibuka disuruh verifikasi sandi, ya mana saya tau kok disuruh verifikasi orang saya aja lupa sama sandi saya, tolong ini Shopee bantu pulihkan akun saya",2,negatif
baik,5,positif
"kecewa sekali saya sama shopee barang gak ada kembalikan dana juga gak ada,, minta bantuan cs shoopee sama jh gak ada jalan keluarnya..sorry gw hapus aplikasi kalian",2,negatif
"ketika pengguna kena penipuan pihak shopee gak bisa bantu pengembalian dana harap hati""",1,negatif
"gw dapat diskon 50/50% untuk pembelian pertama,di tinggal 2 jam tiba-tiba ilang sendiri voucher nya kecewa banget gw🥲 pliss balikin voucher itu kalian kikir bangettt",5,positif
sangat membantu,5,positif
Sangat sesuai!,5,positif
Aplikasinya bagus dan datangnya cepat sekali,5,positif
mantap,5,positif
sip puas pakai shopee,5,positif
rp shopee ini ipad pro 13 m5 inch banget sih kalo aku gk harusnya kenapa sih shopee 0% ini ada harganya rp.15000 ini ya please,5,positif
berbelanja seru di shopee,5,positif
nge bantu bngt karna bnyk barang yg emang bermanfaat tetap terus update yaa makasihh,5,positif
mudah untuk digunakan belanja,5,positif
baik,4,positif
sangat puas dengan layanan shopee,5,positif
bagus mudah di pahami,5,positif
